id,channel,value,datetime
9792329,5,721,2023-09-26 00:16:21.000000
9792330,6,999,2023-09-26 00:16:21.000000
9792331,1,0.02,2023-09-26 00:17:22.000000
9792332,2,0.0221,2023-09-26 00:17:22.000000
9792333,3,-0.0159,2023-09-26 00:17:22.000000
9792334,4,465,2023-09-26 00:17:22.000000
9792335,5,721,2023-09-26 00:17:22.000000
9792336,6,999,2023-09-26 00:17:22.000000
9792337,1,0.02,2023-09-26 00:20:26.000000
9792338,2,0.0221,2023-09-26 00:20:26.000000
9792339,3,-0.00849,2023-09-26 00:20:26.000000
9792340,4,465,2023-09-26 00:20:26.000000
9792341,5,721,2023-09-26 00:20:26.000000
9792342,6,999,2023-09-26 00:20:26.000000
9792343,1,0.02,2023-09-26 00:21:27.000000
9792344,2,0.0221,2023-09-26 00:21:27.000000
9792345,3,0.0285,2023-09-26 00:21:27.000000
9792346,4,465,2023-09-26 00:21:27.000000
9792347,5,721,2023-09-26 00:21:27.000000
9792348,6,999,2023-09-26 00:21:27.000000
9792349,1,0.02,2023-09-26 00:24:31.000000
9792350,2,0.0221,2023-09-26 00:24:31.000000
9792351,3,-0.0246,2023-09-26 00:24:31.000000
9792352,4,465,2023-09-26 00:24:31.000000
9792353,5,721,2023-09-26 00:24:31.000000
9792354,6,999,2023-09-26 00:24:31.000000
9792355,1,0.02,2023-09-26 00:25:32.000000
9792356,2,0.0221,2023-09-26 00:25:32.000000
9792357,3,0.0112,2023-09-26 00:25:32.000000
9792358,4,465,2023-09-26 00:25:32.000000
9792359,5,721,2023-09-26 00:25:32.000000
9792360,6,999,2023-09-26 00:25:32.000000
9792361,1,0.02,2023-09-26 00:27:35.000000
9792362,2,0.0221,2023-09-26 00:27:35.000000
9792363,3,-0.0221,2023-09-26 00:27:35.000000
9792364,4,465,2023-09-26 00:27:35.000000
9792365,5,721,2023-09-26 00:27:35.000000
9792366,6,999,2023-09-26 00:27:35.000000
9792367,1,0.02,2023-09-26 00:30:38.000000
9792368,2,0.0222,2023-09-26 00:30:38.000000
9792369,3,-0.00983,2023-09-26 00:30:38.000000
9792370,4,465,2023-09-26 00:30:38.000000
9792371,5,721,2023-09-26 00:30:38.000000
9792372,6,999,2023-09-26 00:30:38.000000
9792373,1,0.02,2023-09-26 00:31:39.000000
9792374,2,0.0222,2023-09-26 00:31:39.000000
9792375,3,-0.0307,2023-09-26 00:31:39.000000
9792376,4,465,2023-09-26 00:31:39.000000
9792377,5,721,2023-09-26 00:31:39.000000
9792378,6,999,2023-09-26 00:31:39.000000
9792379,1,0.02,2023-09-26 00:34:43.000000
9792380,2,0.0222,2023-09-26 00:34:43.000000
9792381,3,-0.011,2023-09-26 00:34:43.000000
9792382,4,465,2023-09-26 00:34:43.000000
9792383,5,721,2023-09-26 00:34:43.000000
9792384,6,999,2023-09-26 00:34:43.000000
9792385,1,0.02,2023-09-26 00:35:44.000000
9792386,2,0.0222,2023-09-26 00:35:44.000000
9792387,3,0.0137,2023-09-26 00:35:44.000000
9792388,4,464,2023-09-26 00:35:44.000000
9792389,5,721,2023-09-26 00:35:44.000000
9792390,6,999,2023-09-26 00:35:44.000000
9792391,1,0.02,2023-09-26 00:38:48.000000
9792392,2,0.0222,2023-09-26 00:38:48.000000
9792393,3,-0.0295,2023-09-26 00:38:48.000000
9792394,4,464,2023-09-26 00:38:48.000000
9792395,5,721,2023-09-26 00:38:48.000000
9792396,6,999,2023-09-26 00:38:48.000000
9792397,1,0.02,2023-09-26 00:39:49.000000
9792398,2,0.0222,2023-09-26 00:39:49.000000
9792399,3,0.00507,2023-09-26 00:39:49.000000
9792400,4,464,2023-09-26 00:39:49.000000
9792401,5,721,2023-09-26 00:39:49.000000
9792402,6,999,2023-09-26 00:39:49.000000
9792403,1,0.02,2023-09-26 00:40:50.000000
9792404,2,0.0222,2023-09-26 00:40:50.000000
9792405,3,0.00373,2023-09-26 00:40:50.000000
9792406,4,464,2023-09-26 00:40:50.000000
9792407,5,721,2023-09-26 00:40:50.000000
9792408,6,999,2023-09-26 00:40:50.000000
9792409,1,0.02,2023-09-26 00:41:51.000000
9792410,2,0.0222,2023-09-26 00:41:51.000000
9792411,3,-0.0209,2023-09-26 00:41:51.000000
9792412,4,464,2023-09-26 00:41:51.000000
9792413,5,721,2023-09-26 00:41:51.000000
9792414,6,999,2023-09-26 00:41:51.000000
9792415,1,0.02,2023-09-26 00:42:53.000000
9792416,2,0.0222,2023-09-26 00:42:53.000000
9792417,3,-0.037,2023-09-26 00:42:53.000000
9792418,4,464,2023-09-26 00:42:53.000000
9792419,5,721,2023-09-26 00:42:53.000000
9792420,6,999,2023-09-26 00:42:53.000000
9792421,1,0.02,2023-09-26 00:43:54.000000
9792422,2,0.0222,2023-09-26 00:43:54.000000
9792423,3,-0.0627,2023-09-26 00:43:54.000000
9792424,4,464,2023-09-26 00:43:54.000000
9792425,5,721,2023-09-26 00:43:54.000000
9792426,6,999,2023-09-26 00:43:54.000000
9792427,1,0.02,2023-09-26 00:45:56.000000
9792428,2,0.0222,2023-09-26 00:45:56.000000
9792429,3,-0.059,2023-09-26 00:45:56.000000
9792430,4,464,2023-09-26 00:45:56.000000
9792431,5,721,2023-09-26 00:45:56.000000
9792432,6,999,2023-09-26 00:45:56.000000
9792433,1,0.02,2023-09-26 00:46:57.000000
9792434,2,0.0222,2023-09-26 00:46:57.000000
9792435,3,0.00879,2023-09-26 00:46:57.000000
9792436,4,464,2023-09-26 00:46:57.000000
9792437,5,721,2023-09-26 00:46:57.000000
9792438,6,999,2023-09-26 00:46:57.000000
9792439,1,0.02,2023-09-26 00:50:01.000000
9792440,2,0.0223,2023-09-26 00:50:01.000000
9792441,3,-0.0332,2023-09-26 00:50:01.000000
9792442,4,464,2023-09-26 00:50:01.000000
9792443,5,721,2023-09-26 00:50:01.000000
9792444,6,999,2023-09-26 00:50:01.000000
9792445,1,0.02,2023-09-26 00:52:04.000000
9792446,2,0.0223,2023-09-26 00:52:04.000000
9792447,3,0.00253,2023-09-26 00:52:04.000000
9792448,4,464,2023-09-26 00:52:04.000000
9792449,5,721,2023-09-26 00:52:04.000000
9792450,6,999,2023-09-26 00:52:04.000000
9792451,1,0.02,2023-09-26 00:53:05.000000
9792452,2,0.0223,2023-09-26 00:53:05.000000
9792453,3,-0.0183,2023-09-26 00:53:05.000000
9792454,4,464,2023-09-26 00:53:05.000000
9792455,5,721,2023-09-26 00:53:05.000000
9792456,6,999,2023-09-26 00:53:05.000000
9792457,1,0.02,2023-09-26 00:56:09.000000
9792458,2,0.0223,2023-09-26 00:56:09.000000
9792459,3,0.0297,2023-09-26 00:56:09.000000
9792460,4,464,2023-09-26 00:56:09.000000
9792461,5,721,2023-09-26 00:56:09.000000
9792462,6,999,2023-09-26 00:56:09.000000
9792463,1,0.02,2023-09-26 00:57:10.000000
9792464,2,0.0223,2023-09-26 00:57:10.000000
9792465,3,-0.0295,2023-09-26 00:57:10.000000
9792466,4,464,2023-09-26 00:57:10.000000
9792467,5,721,2023-09-26 00:57:10.000000
9792468,6,999,2023-09-26 00:57:10.000000
9792469,1,0.02,2023-09-26 01:00:14.000000
9792470,2,0.0223,2023-09-26 01:00:14.000000
9792471,3,-0.0073,2023-09-26 01:00:14.000000
9792472,4,463,2023-09-26 01:00:14.000000
9792473,5,722,2023-09-26 01:00:14.000000
9792474,6,999,2023-09-26 01:00:14.000000
9792475,1,0.02,2023-09-26 01:02:16.000000
9792476,2,0.0223,2023-09-26 01:02:16.000000
9792477,3,0.0593,2023-09-26 01:02:16.000000
9792478,4,463,2023-09-26 01:02:16.000000
9792479,5,721,2023-09-26 01:02:16.000000
9792480,6,999,2023-09-26 01:02:16.000000
9792481,1,0.02,2023-09-26 01:04:19.000000
9792482,2,0.0223,2023-09-26 01:04:19.000000
9792483,3,0.000149,2023-09-26 01:04:19.000000
9792484,4,463,2023-09-26 01:04:19.000000
9792485,5,722,2023-09-26 01:04:19.000000
9792486,6,999,2023-09-26 01:04:19.000000
9792487,1,0.02,2023-09-26 01:06:21.000000
9792488,2,0.0223,2023-09-26 01:06:21.000000
9792489,3,-0.00611,2023-09-26 01:06:21.000000
9792490,4,463,2023-09-26 01:06:21.000000
9792491,5,722,2023-09-26 01:06:21.000000
9792492,6,999,2023-09-26 01:06:21.000000
9792493,1,0.02,2023-09-26 01:08:23.000000
9792494,2,0.0223,2023-09-26 01:08:23.000000
9792495,3,-0.0073,2023-09-26 01:08:23.000000
9792496,4,463,2023-09-26 01:08:23.000000
9792497,5,721,2023-09-26 01:08:23.000000
9792498,6,999,2023-09-26 01:08:23.000000
9792499,1,0.02,2023-09-26 01:10:25.000000
9792500,2,0.0223,2023-09-26 01:10:25.000000
9792501,3,-0.0307,2023-09-26 01:10:25.000000
9792502,4,463,2023-09-26 01:10:25.000000
9792503,5,721,2023-09-26 01:10:25.000000
9792504,6,999,2023-09-26 01:10:25.000000
9792505,1,0.02,2023-09-26 01:11:27.000000
9792506,2,0.0223,2023-09-26 01:11:27.000000
9792507,3,-0.0246,2023-09-26 01:11:27.000000
9792508,4,463,2023-09-26 01:11:27.000000
9792509,5,721,2023-09-26 01:11:27.000000
9792510,6,999,2023-09-26 01:11:27.000000
9792511,1,0.02,2023-09-26 01:14:30.000000
9792512,2,0.0223,2023-09-26 01:14:30.000000
9792513,3,-0.0234,2023-09-26 01:14:30.000000
9792514,4,463,2023-09-26 01:14:30.000000
9792515,5,721,2023-09-26 01:14:30.000000
9792516,6,999,2023-09-26 01:14:30.000000
9792517,1,0.02,2023-09-26 01:15:31.000000
9792518,2,0.0223,2023-09-26 01:15:31.000000
9792519,3,0.00745,2023-09-26 01:15:31.000000
9792520,4,463,2023-09-26 01:15:31.000000
9792521,5,721,2023-09-26 01:15:31.000000
9792522,6,999,2023-09-26 01:15:31.000000
9792523,1,0.02,2023-09-26 01:18:35.000000
9792524,2,0.0223,2023-09-26 01:18:35.000000
9792525,3,0.0334,2023-09-26 01:18:35.000000
9792526,4,463,2023-09-26 01:18:35.000000
9792527,5,721,2023-09-26 01:18:35.000000
9792528,6,999,2023-09-26 01:18:35.000000
9792529,1,0.02,2023-09-26 01:20:37.000000
9792530,2,0.0223,2023-09-26 01:20:37.000000
9792531,3,0.0161,2023-09-26 01:20:37.000000
9792532,4,462,2023-09-26 01:20:37.000000
9792533,5,721,2023-09-26 01:20:37.000000
9792534,6,999,2023-09-26 01:20:37.000000
9792535,1,0.02,2023-09-26 01:22:40.000000
9792536,2,0.0223,2023-09-26 01:22:40.000000
9792537,3,-0.0246,2023-09-26 01:22:40.000000
9792538,4,462,2023-09-26 01:22:40.000000
9792539,5,721,2023-09-26 01:22:40.000000
9792540,6,999,2023-09-26 01:22:40.000000
9792541,1,0.02,2023-09-26 01:24:42.000000
9792542,2,0.0223,2023-09-26 01:24:42.000000
9792543,3,-0.0665,2023-09-26 01:24:42.000000
9792544,4,462,2023-09-26 01:24:42.000000
9792545,5,721,2023-09-26 01:24:42.000000
9792546,6,999,2023-09-26 01:24:42.000000
9792547,1,0.02,2023-09-26 01:26:45.000000
9792548,2,0.0224,2023-09-26 01:26:45.000000
9792549,3,-0.0604,2023-09-26 01:26:45.000000
9792550,4,462,2023-09-26 01:26:45.000000
9792551,5,721,2023-09-26 01:26:45.000000
9792552,6,999,2023-09-26 01:26:45.000000
9792553,1,0.02,2023-09-26 01:29:49.000000
9792554,2,0.0224,2023-09-26 01:29:49.000000
9792555,3,-0.0468,2023-09-26 01:29:49.000000
9792556,4,462,2023-09-26 01:29:49.000000
9792557,5,721,2023-09-26 01:29:49.000000
9792558,6,1000,2023-09-26 01:29:49.000000
9792559,1,0.02,2023-09-26 01:30:50.000000
9792560,2,0.0224,2023-09-26 01:30:50.000000
9792561,3,-0.0283,2023-09-26 01:30:50.000000
9792562,4,462,2023-09-26 01:30:50.000000
9792563,5,721,2023-09-26 01:30:50.000000
9792564,6,999,2023-09-26 01:30:50.000000
9792565,1,0.02,2023-09-26 01:33:54.000000
9792566,2,0.0224,2023-09-26 01:33:54.000000
9792567,3,-0.0454,2023-09-26 01:33:54.000000
9792568,4,462,2023-09-26 01:33:54.000000
9792569,5,721,2023-09-26 01:33:54.000000
9792570,6,999,2023-09-26 01:33:54.000000
9792571,1,0.02,2023-09-26 01:34:55.000000
9792572,2,0.0224,2023-09-26 01:34:55.000000
9792573,3,0.0235,2023-09-26 01:34:55.000000
9792574,4,462,2023-09-26 01:34:55.000000
9792575,5,721,2023-09-26 01:34:55.000000
9792576,6,999,2023-09-26 01:34:55.000000
9792577,1,0.02,2023-09-26 01:37:59.000000
9792578,2,0.0224,2023-09-26 01:37:59.000000
9792579,3,0.0124,2023-09-26 01:37:59.000000
9792580,4,462,2023-09-26 01:37:59.000000
9792581,5,721,2023-09-26 01:37:59.000000
9792582,6,999,2023-09-26 01:37:59.000000
9792583,1,0.02,2023-09-26 01:39:00.000000
9792584,2,0.0224,2023-09-26 01:39:00.000000
9792585,3,-0.0332,2023-09-26 01:39:00.000000
9792586,4,462,2023-09-26 01:39:00.000000
9792587,5,721,2023-09-26 01:39:00.000000
9792588,6,999,2023-09-26 01:39:00.000000
9792589,1,0.02,2023-09-26 01:41:03.000000
9792590,2,0.0224,2023-09-26 01:41:03.000000
9792591,3,-0.0134,2023-09-26 01:41:03.000000
9792592,4,462,2023-09-26 01:41:03.000000
9792593,5,721,2023-09-26 01:41:03.000000
9792594,6,1000,2023-09-26 01:41:03.000000
9792595,1,0.02,2023-09-26 01:43:05.000000
9792596,2,0.0224,2023-09-26 01:43:05.000000
9792597,3,-0.0332,2023-09-26 01:43:05.000000
9792598,4,461,2023-09-26 01:43:05.000000
9792599,5,721,2023-09-26 01:43:05.000000
9792600,6,999,2023-09-26 01:43:05.000000
9792601,1,0.02,2023-09-26 01:45:07.000000
9792602,2,0.0224,2023-09-26 01:45:07.000000
9792603,3,-0.0997,2023-09-26 01:45:07.000000
9792604,4,461,2023-09-26 01:45:07.000000
9792605,5,721,2023-09-26 01:45:07.000000
9792606,6,999,2023-09-26 01:45:07.000000
9792607,1,0.02,2023-09-26 01:48:10.000000
9792608,2,0.0225,2023-09-26 01:48:10.000000
9792609,3,-0.0332,2023-09-26 01:48:10.000000
9792610,4,461,2023-09-26 01:48:10.000000
9792611,5,722,2023-09-26 01:48:10.000000
9792612,6,999,2023-09-26 01:48:10.000000
9792613,1,0.02,2023-09-26 01:49:12.000000
9792614,2,0.0225,2023-09-26 01:49:12.000000
9792615,3,0.00745,2023-09-26 01:49:12.000000
9792616,4,461,2023-09-26 01:49:12.000000
9792617,5,721,2023-09-26 01:49:12.000000
9792618,6,999,2023-09-26 01:49:12.000000
9792619,1,0.02,2023-09-26 01:52:16.000000
9792620,2,0.0225,2023-09-26 01:52:16.000000
9792621,3,-0.0234,2023-09-26 01:52:16.000000
9792622,4,461,2023-09-26 01:52:16.000000
9792623,5,721,2023-09-26 01:52:16.000000
9792624,6,999,2023-09-26 01:52:16.000000
9792625,1,0.02,2023-09-26 01:53:17.000000
9792626,2,0.0225,2023-09-26 01:53:17.000000
9792627,3,-0.0405,2023-09-26 01:53:17.000000
9792628,4,461,2023-09-26 01:53:17.000000
9792629,5,721,2023-09-26 01:53:17.000000
9792630,6,999,2023-09-26 01:53:17.000000
9792631,1,0.02,2023-09-26 01:56:20.000000
9792632,2,0.0225,2023-09-26 01:56:20.000000
9792633,3,-0.0566,2023-09-26 01:56:20.000000
9792634,4,461,2023-09-26 01:56:20.000000
9792635,5,722,2023-09-26 01:56:20.000000
9792636,6,999,2023-09-26 01:56:20.000000
9792637,1,0.02,2023-09-26 01:57:21.000000
9792638,2,0.0225,2023-09-26 01:57:21.000000
9792639,3,0.0149,2023-09-26 01:57:21.000000
9792640,4,461,2023-09-26 01:57:21.000000
9792641,5,721,2023-09-26 01:57:21.000000
9792642,6,999,2023-09-26 01:57:21.000000
9792643,1,0.02,2023-09-26 02:00:25.000000
9792644,2,0.0225,2023-09-26 02:00:25.000000
9792645,3,-0.0246,2023-09-26 02:00:25.000000
9792646,4,461,2023-09-26 02:00:25.000000
9792647,5,721,2023-09-26 02:00:25.000000
9792648,6,999,2023-09-26 02:00:25.000000
9792649,1,0.02,2023-09-26 02:02:28.000000
9792650,2,0.0225,2023-09-26 02:02:28.000000
9792651,3,-0.0529,2023-09-26 02:02:28.000000
9792652,4,461,2023-09-26 02:02:28.000000
9792653,5,721,2023-09-26 02:02:28.000000
9792654,6,999,2023-09-26 02:02:28.000000
9792655,1,0.02,2023-09-26 02:03:29.000000
9792656,2,0.0225,2023-09-26 02:03:29.000000
9792657,3,-0.00358,2023-09-26 02:03:29.000000
9792658,4,461,2023-09-26 02:03:29.000000
9792659,5,721,2023-09-26 02:03:29.000000
9792660,6,999,2023-09-26 02:03:29.000000
9792661,1,0.02,2023-09-26 02:06:32.000000
9792662,2,0.0226,2023-09-26 02:06:32.000000
9792663,3,-0.0183,2023-09-26 02:06:32.000000
9792664,4,460,2023-09-26 02:06:32.000000
9792665,5,722,2023-09-26 02:06:32.000000
9792666,6,999,2023-09-26 02:06:32.000000
9792667,1,0.02,2023-09-26 02:07:34.000000
9792668,2,0.0226,2023-09-26 02:07:34.000000
9792669,3,-0.0307,2023-09-26 02:07:34.000000
9792670,4,460,2023-09-26 02:07:34.000000
9792671,5,721,2023-09-26 02:07:34.000000
9792672,6,999,2023-09-26 02:07:34.000000
9792673,1,0.02,2023-09-26 02:10:37.000000
9792674,2,0.0226,2023-09-26 02:10:37.000000
9792675,3,-0.0234,2023-09-26 02:10:37.000000
9792676,4,460,2023-09-26 02:10:37.000000
9792677,5,722,2023-09-26 02:10:37.000000
9792678,6,1000,2023-09-26 02:10:37.000000
9792679,1,0.02,2023-09-26 02:11:39.000000
9792680,2,0.0226,2023-09-26 02:11:39.000000
9792681,3,-0.00477,2023-09-26 02:11:39.000000
9792682,4,460,2023-09-26 02:11:39.000000
9792683,5,721,2023-09-26 02:11:39.000000
9792684,6,999,2023-09-26 02:11:39.000000
9792685,1,0.02,2023-09-26 02:14:42.000000
9792686,2,0.0226,2023-09-26 02:14:42.000000
9792687,3,0.00879,2023-09-26 02:14:42.000000
9792688,4,460,2023-09-26 02:14:42.000000
9792689,5,721,2023-09-26 02:14:42.000000
9792690,6,999,2023-09-26 02:14:42.000000
9792691,1,0.02,2023-09-26 02:15:44.000000
9792692,2,0.0226,2023-09-26 02:15:44.000000
9792693,3,0.0112,2023-09-26 02:15:44.000000
9792694,4,460,2023-09-26 02:15:44.000000
9792695,5,721,2023-09-26 02:15:44.000000
9792696,6,999,2023-09-26 02:15:44.000000
9792697,1,0.02,2023-09-26 02:18:47.000000
9792698,2,0.0226,2023-09-26 02:18:47.000000
9792699,3,0.00373,2023-09-26 02:18:47.000000
9792700,4,460,2023-09-26 02:18:47.000000
9792701,5,721,2023-09-26 02:18:47.000000
9792702,6,999,2023-09-26 02:18:47.000000
9792703,1,0.02,2023-09-26 02:20:50.000000
9792704,2,0.0226,2023-09-26 02:20:50.000000
9792705,3,-0.0812,2023-09-26 02:20:50.000000
9792706,4,460,2023-09-26 02:20:50.000000
9792707,5,721,2023-09-26 02:20:50.000000
9792708,6,999,2023-09-26 02:20:50.000000
9792709,1,0.02,2023-09-26 02:21:51.000000
9792710,2,0.0226,2023-09-26 02:21:51.000000
9792711,3,-0.0641,2023-09-26 02:21:51.000000
9792712,4,460,2023-09-26 02:21:51.000000
9792713,5,721,2023-09-26 02:21:51.000000
9792714,6,999,2023-09-26 02:21:51.000000
9792715,1,0.02,2023-09-26 02:24:54.000000
9792716,2,0.0226,2023-09-26 02:24:54.000000
9792717,3,-0.0405,2023-09-26 02:24:54.000000
9792718,4,460,2023-09-26 02:24:54.000000
9792719,5,721,2023-09-26 02:24:54.000000
9792720,6,999,2023-09-26 02:24:54.000000
9792721,1,0.02,2023-09-26 02:25:55.000000
9792722,2,0.0226,2023-09-26 02:25:55.000000
9792723,3,-0.0677,2023-09-26 02:25:55.000000
9792724,4,460,2023-09-26 02:25:55.000000
9792725,5,721,2023-09-26 02:25:55.000000
9792726,6,999,2023-09-26 02:25:55.000000
9792727,1,0.02,2023-09-26 02:28:59.000000
9792728,2,0.0226,2023-09-26 02:28:59.000000
9792729,3,-0.011,2023-09-26 02:28:59.000000
9792730,4,459,2023-09-26 02:28:59.000000
9792731,5,721,2023-09-26 02:28:59.000000
9792732,6,999,2023-09-26 02:28:59.000000
9792733,1,0.02,2023-09-26 02:30:00.000000
9792734,2,0.0226,2023-09-26 02:30:00.000000
9792735,3,-0.0936,2023-09-26 02:30:00.000000
9792736,4,459,2023-09-26 02:30:00.000000
9792737,5,721,2023-09-26 02:30:00.000000
9792738,6,999,2023-09-26 02:30:00.000000
9792739,1,0.02,2023-09-26 02:33:04.000000
9792740,2,0.0226,2023-09-26 02:33:04.000000
9792741,3,-0.0454,2023-09-26 02:33:04.000000
9792742,4,459,2023-09-26 02:33:04.000000
9792743,5,721,2023-09-26 02:33:04.000000
9792744,6,999,2023-09-26 02:33:04.000000
9792745,1,0.02,2023-09-26 02:35:06.000000
9792746,2,0.0227,2023-09-26 02:35:06.000000
9792747,3,-0.0443,2023-09-26 02:35:06.000000
9792748,4,459,2023-09-26 02:35:06.000000
9792749,5,721,2023-09-26 02:35:06.000000
9792750,6,999,2023-09-26 02:35:06.000000
9792751,1,0.02,2023-09-26 02:37:08.000000
9792752,2,0.0227,2023-09-26 02:37:08.000000
9792753,3,-0.00477,2023-09-26 02:37:08.000000
9792754,4,459,2023-09-26 02:37:08.000000
9792755,5,722,2023-09-26 02:37:08.000000
9792756,6,999,2023-09-26 02:37:08.000000
9792757,1,0.02,2023-09-26 02:39:11.000000
9792758,2,0.0227,2023-09-26 02:39:11.000000
9792759,3,-0.0566,2023-09-26 02:39:11.000000
9792760,4,459,2023-09-26 02:39:11.000000
9792761,5,721,2023-09-26 02:39:11.000000
9792762,6,999,2023-09-26 02:39:11.000000
9792763,1,0.02,2023-09-26 02:41:13.000000
9792764,2,0.0227,2023-09-26 02:41:13.000000
9792765,3,-0.00983,2023-09-26 02:41:13.000000
9792766,4,459,2023-09-26 02:41:13.000000
9792767,5,721,2023-09-26 02:41:13.000000
9792768,6,999,2023-09-26 02:41:13.000000
9792769,1,0.02,2023-09-26 02:43:15.000000
9792770,2,0.0227,2023-09-26 02:43:15.000000
9792771,3,0.00998,2023-09-26 02:43:15.000000
9792772,4,459,2023-09-26 02:43:15.000000
9792773,5,722,2023-09-26 02:43:15.000000
9792774,6,999,2023-09-26 02:43:15.000000
9792775,1,0.02,2023-09-26 02:44:17.000000
9792776,2,0.0227,2023-09-26 02:44:17.000000
9792777,3,-0.0381,2023-09-26 02:44:17.000000
9792778,4,459,2023-09-26 02:44:17.000000
9792779,5,721,2023-09-26 02:44:17.000000
9792780,6,999,2023-09-26 02:44:17.000000
9792781,1,0.02,2023-09-26 02:47:20.000000
9792782,2,0.0227,2023-09-26 02:47:20.000000
9792783,3,-0.0554,2023-09-26 02:47:20.000000
9792784,4,459,2023-09-26 02:47:20.000000
9792785,5,721,2023-09-26 02:47:20.000000
9792786,6,999,2023-09-26 02:47:20.000000
9792787,1,0.02,2023-09-26 02:48:21.000000
9792788,2,0.0227,2023-09-26 02:48:21.000000
9792789,3,-0.0615,2023-09-26 02:48:21.000000
9792790,4,459,2023-09-26 02:48:21.000000
9792791,5,722,2023-09-26 02:48:21.000000
9792792,6,999,2023-09-26 02:48:21.000000
9792793,1,0.02,2023-09-26 02:52:26.000000
9792794,2,0.0227,2023-09-26 02:52:26.000000
9792795,3,-0.0714,2023-09-26 02:52:26.000000
9792796,4,458,2023-09-26 02:52:26.000000
9792797,5,721,2023-09-26 02:52:26.000000
9792798,6,999,2023-09-26 02:52:26.000000
9792799,1,0.02,2023-09-26 02:53:27.000000
9792800,2,0.0227,2023-09-26 02:53:27.000000
9792801,3,-0.0134,2023-09-26 02:53:27.000000
9792802,4,458,2023-09-26 02:53:27.000000
9792803,5,721,2023-09-26 02:53:27.000000
9792804,6,999,2023-09-26 02:53:27.000000
9792805,1,0.02,2023-09-26 02:55:30.000000
9792806,2,0.0227,2023-09-26 02:55:30.000000
9792807,3,-0.00849,2023-09-26 02:55:30.000000
9792808,4,458,2023-09-26 02:55:30.000000
9792809,5,722,2023-09-26 02:55:30.000000
9792810,6,999,2023-09-26 02:55:30.000000
9792811,1,0.02,2023-09-26 02:57:32.000000
9792812,2,0.0227,2023-09-26 02:57:32.000000
9792813,3,-0.0134,2023-09-26 02:57:32.000000
9792814,4,458,2023-09-26 02:57:32.000000
9792815,5,721,2023-09-26 02:57:32.000000
9792816,6,999,2023-09-26 02:57:32.000000
9792817,1,0.02,2023-09-26 02:59:34.000000
9792818,2,0.0227,2023-09-26 02:59:34.000000
9792819,3,-0.069,2023-09-26 02:59:34.000000
9792820,4,458,2023-09-26 02:59:34.000000
9792821,5,721,2023-09-26 02:59:34.000000
9792822,6,999,2023-09-26 02:59:34.000000
9792823,1,0.02,2023-09-26 03:01:37.000000
9792824,2,0.0227,2023-09-26 03:01:37.000000
9792825,3,-0.0849,2023-09-26 03:01:37.000000
