id,channel,value,datetime
9804390,6,0.857,2023-09-28 19:09:49.000000
9804391,1,6.51e-06,2023-09-28 19:11:52.000000
9804392,2,0.618,2023-09-28 19:11:52.000000
9804393,3,446,2023-09-28 19:11:52.000000
9804394,4,451,2023-09-28 19:11:52.000000
9804395,5,734,2023-09-28 19:11:52.000000
9804396,6,0.857,2023-09-28 19:11:52.000000
9804397,1,6.47e-06,2023-09-28 19:13:54.000000
9804398,2,0.665,2023-09-28 19:13:54.000000
9804399,3,433,2023-09-28 19:13:54.000000
9804400,4,437,2023-09-28 19:13:54.000000
9804401,5,733,2023-09-28 19:13:54.000000
9804402,6,0.859,2023-09-28 19:13:54.000000
9804403,1,6.43e-06,2023-09-28 19:15:56.000000
9804404,2,0.705,2023-09-28 19:15:56.000000
9804405,3,419,2023-09-28 19:15:56.000000
9804406,4,426,2023-09-28 19:15:56.000000
9804407,5,733,2023-09-28 19:15:56.000000
9804408,6,0.859,2023-09-28 19:15:56.000000
9804409,1,6.41e-06,2023-09-28 19:16:58.000000
9804410,2,0.721,2023-09-28 19:16:58.000000
9804411,3,413,2023-09-28 19:16:58.000000
9804412,4,422,2023-09-28 19:16:58.000000
9804413,5,733,2023-09-28 19:16:58.000000
9804414,6,0.86,2023-09-28 19:16:58.000000
9804415,1,6.35e-06,2023-09-28 19:21:03.000000
9804416,2,0.766,2023-09-28 19:21:03.000000
9804417,3,402,2023-09-28 19:21:03.000000
9804418,4,411,2023-09-28 19:21:03.000000
9804419,5,733,2023-09-28 19:21:03.000000
9804420,6,0.862,2023-09-28 19:21:03.000000
9804421,1,6.35e-06,2023-09-28 19:22:04.000000
9804422,2,0.774,2023-09-28 19:22:04.000000
9804423,3,405,2023-09-28 19:22:04.000000
9804424,4,410,2023-09-28 19:22:04.000000
9804425,5,733,2023-09-28 19:22:04.000000
9804426,6,0.863,2023-09-28 19:22:04.000000
9804427,1,6.34e-06,2023-09-28 19:24:06.000000
9804428,2,0.788,2023-09-28 19:24:06.000000
9804429,3,402,2023-09-28 19:24:06.000000
9804430,4,411,2023-09-28 19:24:06.000000
9804431,5,733,2023-09-28 19:24:06.000000
9804432,6,0.864,2023-09-28 19:24:06.000000
9804433,1,6.35e-06,2023-09-28 19:26:09.000000
9804434,2,0.798,2023-09-28 19:26:09.000000
9804435,3,403,2023-09-28 19:26:09.000000
9804436,4,410,2023-09-28 19:26:09.000000
9804437,5,733,2023-09-28 19:26:09.000000
9804438,6,0.865,2023-09-28 19:26:09.000000
9804439,1,6.35e-06,2023-09-28 19:28:11.000000
9804440,2,0.802,2023-09-28 19:28:11.000000
9804441,3,405,2023-09-28 19:28:11.000000
9804442,4,409,2023-09-28 19:28:11.000000
9804443,5,733,2023-09-28 19:28:11.000000
9804444,6,0.865,2023-09-28 19:28:11.000000
9804445,1,6.36e-06,2023-09-28 19:30:13.000000
9804446,2,0.806,2023-09-28 19:30:13.000000
9804447,3,398,2023-09-28 19:30:13.000000
9804448,4,407,2023-09-28 19:30:13.000000
9804449,5,733,2023-09-28 19:30:13.000000
9804450,6,0.867,2023-09-28 19:30:13.000000
9804451,1,6.37e-06,2023-09-28 19:32:16.000000
9804452,2,5.57,2023-09-28 19:32:16.000000
9804453,3,774,2023-09-28 19:32:16.000000
9804454,4,309,2023-09-28 19:32:16.000000
9804455,5,721,2023-09-28 19:32:16.000000
9804456,6,0.868,2023-09-28 19:32:16.000000
9804457,1,6.51e-06,2023-09-28 19:34:18.000000
9804458,2,7.74,2023-09-28 19:34:18.000000
9804459,3,1690,2023-09-28 19:34:18.000000
9804460,4,604,2023-09-28 19:34:18.000000
9804461,5,689,2023-09-28 19:34:18.000000
9804462,6,0.868,2023-09-28 19:34:18.000000
9804463,1,6.57e-06,2023-09-28 19:35:19.000000
9804464,2,7.77,2023-09-28 19:35:19.000000
9804465,3,1810,2023-09-28 19:35:19.000000
9804466,4,1050,2023-09-28 19:35:19.000000
9804467,5,672,2023-09-28 19:35:19.000000
9804468,6,0.87,2023-09-28 19:35:19.000000
9804469,1,6.65e-06,2023-09-28 19:39:24.000000
9804470,2,8.05,2023-09-28 19:39:24.000000
9804471,3,1820,2023-09-28 19:39:24.000000
9804472,4,1130,2023-09-28 19:39:24.000000
9804473,5,651,2023-09-28 19:39:24.000000
9804474,6,0.87,2023-09-28 19:39:24.000000
9804475,1,6.65e-06,2023-09-28 19:40:26.000000
9804476,2,7.81,2023-09-28 19:40:26.000000
9804477,3,1790,2023-09-28 19:40:26.000000
9804478,4,1050,2023-09-28 19:40:26.000000
9804479,5,653,2023-09-28 19:40:26.000000
9804480,6,0.872,2023-09-28 19:40:26.000000
9804481,1,6.67e-06,2023-09-28 19:42:28.000000
9804482,2,7.83,2023-09-28 19:42:28.000000
9804483,3,1740,2023-09-28 19:42:28.000000
9804484,4,738,2023-09-28 19:42:28.000000
9804485,5,653,2023-09-28 19:42:28.000000
9804486,6,0.872,2023-09-28 19:42:28.000000
9804487,1,6.7e-06,2023-09-28 19:44:31.000000
9804488,2,8.15,2023-09-28 19:44:31.000000
9804489,3,1790,2023-09-28 19:44:31.000000
9804490,4,967,2023-09-28 19:44:31.000000
9804491,5,633,2023-09-28 19:44:31.000000
9804492,6,0.873,2023-09-28 19:44:31.000000
9804493,1,6.74e-06,2023-09-28 19:46:34.000000
9804494,2,7.72,2023-09-28 19:46:34.000000
9804495,3,1830,2023-09-28 19:46:34.000000
9804496,4,1120,2023-09-28 19:46:34.000000
9804497,5,614,2023-09-28 19:46:34.000000
9804498,6,0.874,2023-09-28 19:46:34.000000
9804499,1,6.85e-06,2023-09-28 19:48:36.000000
9804500,2,7.9,2023-09-28 19:48:36.000000
9804501,3,1700,2023-09-28 19:48:36.000000
9804502,4,641,2023-09-28 19:48:36.000000
9804503,5,615,2023-09-28 19:48:36.000000
9804504,6,0.876,2023-09-28 19:48:36.000000
9804505,1,6.86e-06,2023-09-28 19:49:37.000000
9804506,2,8.01,2023-09-28 19:49:37.000000
9804507,3,1770,2023-09-28 19:49:37.000000
9804508,4,946,2023-09-28 19:49:37.000000
9804509,5,598,2023-09-28 19:49:37.000000
9804510,6,0.876,2023-09-28 19:49:37.000000
9804511,1,6.92e-06,2023-09-28 19:52:41.000000
9804512,2,8.4,2023-09-28 19:52:41.000000
9804513,3,1740,2023-09-28 19:52:41.000000
9804514,4,752,2023-09-28 19:52:41.000000
9804515,5,579,2023-09-28 19:52:41.000000
9804516,6,0.877,2023-09-28 19:52:41.000000
9804517,1,6.95e-06,2023-09-28 19:53:42.000000
9804518,2,8.01,2023-09-28 19:53:42.000000
9804519,3,1780,2023-09-28 19:53:42.000000
9804520,4,1030,2023-09-28 19:53:42.000000
9804521,5,561,2023-09-28 19:53:42.000000
9804522,6,0.878,2023-09-28 19:53:42.000000
9804523,1,6.97e-06,2023-09-28 19:56:46.000000
9804524,2,8.29,2023-09-28 19:56:46.000000
9804525,3,1750,2023-09-28 19:56:46.000000
9804526,4,775,2023-09-28 19:56:46.000000
9804527,5,543,2023-09-28 19:56:46.000000
9804528,6,0.88,2023-09-28 19:56:46.000000
9804529,1,6.98e-06,2023-09-28 19:57:47.000000
9804530,2,7.99,2023-09-28 19:57:47.000000
9804531,3,1790,2023-09-28 19:57:47.000000
9804532,4,982,2023-09-28 19:57:47.000000
9804533,5,528,2023-09-28 19:57:47.000000
9804534,6,0.881,2023-09-28 19:57:47.000000
9804535,1,7.03e-06,2023-09-28 20:00:51.000000
9804536,2,8.39,2023-09-28 20:00:51.000000
9804537,3,1720,2023-09-28 20:00:51.000000
9804538,4,667,2023-09-28 20:00:51.000000
9804539,5,511,2023-09-28 20:00:51.000000
9804540,6,0.882,2023-09-28 20:00:51.000000
9804541,1,7.06e-06,2023-09-28 20:02:53.000000
9804542,2,8.44,2023-09-28 20:02:53.000000
9804543,3,1710,2023-09-28 20:02:53.000000
9804544,4,638,2023-09-28 20:02:53.000000
9804545,5,495,2023-09-28 20:02:53.000000
9804546,6,0.883,2023-09-28 20:02:53.000000
9804547,1,7.1e-06,2023-09-28 20:04:56.000000
9804548,2,8.45,2023-09-28 20:04:56.000000
9804549,3,1700,2023-09-28 20:04:56.000000
9804550,4,630,2023-09-28 20:04:56.000000
9804551,5,477,2023-09-28 20:04:56.000000
9804552,6,0.884,2023-09-28 20:04:56.000000
9804553,1,7.14e-06,2023-09-28 20:06:58.000000
9804554,2,7.76,2023-09-28 20:06:58.000000
9804555,3,1830,2023-09-28 20:06:58.000000
9804556,4,1010,2023-09-28 20:06:58.000000
9804557,5,446,2023-09-28 20:06:58.000000
9804558,6,0.885,2023-09-28 20:06:58.000000
9804559,1,7.17e-06,2023-09-28 20:08:00.000000
9804560,2,8.36,2023-09-28 20:08:00.000000
9804561,3,1740,2023-09-28 20:08:00.000000
9804562,4,721,2023-09-28 20:08:00.000000
9804563,5,447,2023-09-28 20:08:00.000000
9804564,6,0.886,2023-09-28 20:08:00.000000
9804565,1,7.25e-06,2023-09-28 20:11:03.000000
9804566,2,8.18,2023-09-28 20:11:03.000000
9804567,3,1770,2023-09-28 20:11:03.000000
9804568,4,898,2023-09-28 20:11:03.000000
9804569,5,414,2023-09-28 20:11:03.000000
9804570,6,0.887,2023-09-28 20:11:03.000000
9804571,1,7.26e-06,2023-09-28 20:12:04.000000
9804572,2,8.45,2023-09-28 20:12:04.000000
9804573,3,1720,2023-09-28 20:12:04.000000
9804574,4,621,2023-09-28 20:12:04.000000
9804575,5,414,2023-09-28 20:12:04.000000
9804576,6,0.887,2023-09-28 20:12:04.000000
9804577,1,7.34e-06,2023-09-28 20:15:08.000000
9804578,2,8.46,2023-09-28 20:15:08.000000
9804579,3,1760,2023-09-28 20:15:08.000000
9804580,4,765,2023-09-28 20:15:08.000000
9804581,5,381,2023-09-28 20:15:08.000000
9804582,6,0.89,2023-09-28 20:15:08.000000
9804583,1,7.35e-06,2023-09-28 20:16:09.000000
9804584,2,8.23,2023-09-28 20:16:09.000000
9804585,3,1810,2023-09-28 20:16:09.000000
9804586,4,910,2023-09-28 20:16:09.000000
9804587,5,367,2023-09-28 20:16:09.000000
9804588,6,0.89,2023-09-28 20:16:09.000000
9804589,1,7.38e-06,2023-09-28 20:19:14.000000
9804590,2,8.13,2023-09-28 20:19:14.000000
9804591,3,1730,2023-09-28 20:19:14.000000
9804592,4,694,2023-09-28 20:19:14.000000
9804593,5,343,2023-09-28 20:19:14.000000
9804594,6,0.891,2023-09-28 20:19:14.000000
9804595,1,7.48e-06,2023-09-28 20:21:16.000000
9804596,2,8.43,2023-09-28 20:21:16.000000
9804597,3,1800,2023-09-28 20:21:16.000000
9804598,4,891,2023-09-28 20:21:16.000000
9804599,5,315,2023-09-28 20:21:16.000000
9804600,6,0.893,2023-09-28 20:21:16.000000
9804601,1,7.5e-06,2023-09-28 20:23:18.000000
9804602,2,8.1,2023-09-28 20:23:18.000000
9804603,3,1770,2023-09-28 20:23:18.000000
9804604,4,783,2023-09-28 20:23:18.000000
9804605,5,297,2023-09-28 20:23:18.000000
9804606,6,0.894,2023-09-28 20:23:18.000000
9804607,1,7.48e-06,2023-09-28 20:25:21.000000
9804608,2,6.92,2023-09-28 20:25:21.000000
9804609,3,1750,2023-09-28 20:25:21.000000
9804610,4,697,2023-09-28 20:25:21.000000
9804611,5,280,2023-09-28 20:25:21.000000
9804612,6,0.895,2023-09-28 20:25:21.000000
9804613,1,7.45e-06,2023-09-28 20:26:22.000000
9804614,2,8.2,2023-09-28 20:26:22.000000
9804615,3,1810,2023-09-28 20:26:22.000000
9804616,4,899,2023-09-28 20:26:22.000000
9804617,5,263,2023-09-28 20:26:22.000000
9804618,6,0.895,2023-09-28 20:26:22.000000
9804619,1,7.41e-06,2023-09-28 20:29:26.000000
9804620,2,8.18,2023-09-28 20:29:26.000000
9804621,3,1710,2023-09-28 20:29:26.000000
9804622,4,609,2023-09-28 20:29:26.000000
9804623,5,243,2023-09-28 20:29:26.000000
9804624,6,0.897,2023-09-28 20:29:26.000000
9804625,1,7.36e-06,2023-09-28 20:30:27.000000
9804626,2,7.78,2023-09-28 20:30:27.000000
9804627,3,1800,2023-09-28 20:30:27.000000
9804628,4,1140,2023-09-28 20:30:27.000000
9804629,5,221,2023-09-28 20:30:27.000000
9804630,6,0.898,2023-09-28 20:30:27.000000
9804631,1,7.35e-06,2023-09-28 20:33:31.000000
9804632,2,7.87,2023-09-28 20:33:31.000000
9804633,3,1780,2023-09-28 20:33:31.000000
9804634,4,1020,2023-09-28 20:33:31.000000
9804635,5,197,2023-09-28 20:33:31.000000
9804636,6,0.899,2023-09-28 20:33:31.000000
9804637,1,7.34e-06,2023-09-28 20:34:32.000000
9804638,2,8.16,2023-09-28 20:34:32.000000
9804639,3,1710,2023-09-28 20:34:32.000000
9804640,4,696,2023-09-28 20:34:32.000000
9804641,5,197,2023-09-28 20:34:32.000000
9804642,6,0.899,2023-09-28 20:34:32.000000
9804643,1,7.33e-06,2023-09-28 20:37:36.000000
9804644,2,7.74,2023-09-28 20:37:36.000000
9804645,3,1870,2023-09-28 20:37:36.000000
9804646,4,1350,2023-09-28 20:37:36.000000
9804647,5,142,2023-09-28 20:37:36.000000
9804648,6,0.9,2023-09-28 20:37:36.000000
9804649,1,7.33e-06,2023-09-28 20:38:37.000000
9804650,2,8.23,2023-09-28 20:38:37.000000
9804651,3,1770,2023-09-28 20:38:37.000000
9804652,4,969,2023-09-28 20:38:37.000000
9804653,5,142,2023-09-28 20:38:37.000000
9804654,6,0.902,2023-09-28 20:38:37.000000
9804655,1,7.33e-06,2023-09-28 20:40:39.000000
9804656,2,5.42,2023-09-28 20:40:39.000000
9804657,3,1800,2023-09-28 20:40:39.000000
9804658,4,1010,2023-09-28 20:40:39.000000
9804659,5,116,2023-09-28 20:40:39.000000
9804660,6,0.903,2023-09-28 20:40:39.000000
9804661,1,7.36e-06,2023-09-28 20:43:43.000000
9804662,2,7.67,2023-09-28 20:43:43.000000
9804663,3,1720,2023-09-28 20:43:43.000000
9804664,4,672,2023-09-28 20:43:43.000000
9804665,5,94.5,2023-09-28 20:43:43.000000
9804666,6,0.903,2023-09-28 20:43:43.000000
9804667,1,7.29e-06,2023-09-28 20:44:45.000000
9804668,2,7.89,2023-09-28 20:44:45.000000
9804669,3,1770,2023-09-28 20:44:45.000000
9804670,4,924,2023-09-28 20:44:45.000000
9804671,5,77.2,2023-09-28 20:44:45.000000
9804672,6,0.905,2023-09-28 20:44:45.000000
9804673,1,7.24e-06,2023-09-28 20:47:49.000000
9804674,2,7.9,2023-09-28 20:47:49.000000
9804675,3,1700,2023-09-28 20:47:49.000000
9804676,4,654,2023-09-28 20:47:49.000000
9804677,5,59.3,2023-09-28 20:47:49.000000
9804678,6,0.906,2023-09-28 20:47:49.000000
9804679,1,7.22e-06,2023-09-28 20:48:50.000000
9804680,2,12.3,2023-09-28 20:48:50.000000
9804681,3,1890,2023-09-28 20:48:50.000000
9804682,4,1370,2023-09-28 20:48:50.000000
9804683,5,10.7,2023-09-28 20:48:50.000000
9804684,6,0.906,2023-09-28 20:48:50.000000
9804685,1,7.26e-06,2023-09-28 20:51:54.000000
9804686,2,7.79,2023-09-28 20:51:54.000000
9804687,3,1790,2023-09-28 20:51:54.000000
9804688,4,1070,2023-09-28 20:51:54.000000
9804689,5,5.44,2023-09-28 20:51:54.000000
9804690,6,0.909,2023-09-28 20:51:54.000000
9804691,1,7.3e-06,2023-09-28 20:52:55.000000
9804692,2,7.89,2023-09-28 20:52:55.000000
9804693,3,1730,2023-09-28 20:52:55.000000
9804694,4,821,2023-09-28 20:52:55.000000
9804695,5,3.87,2023-09-28 20:52:55.000000
9804696,6,0.908,2023-09-28 20:52:55.000000
9804697,1,7.14e-06,2023-09-28 20:55:59.000000
9804698,2,7.21,2023-09-28 20:55:59.000000
9804699,3,787,2023-09-28 20:55:59.000000
9804700,4,799,2023-09-28 20:55:59.000000
9804701,5,5.29,2023-09-28 20:55:59.000000
9804702,6,0.91,2023-09-28 20:55:59.000000
9804703,1,7.04e-06,2023-09-28 20:57:00.000000
9804704,2,7.85,2023-09-28 20:57:00.000000
9804705,3,772,2023-09-28 20:57:00.000000
9804706,4,787,2023-09-28 20:57:00.000000
9804707,5,5.28,2023-09-28 20:57:00.000000
9804708,6,0.911,2023-09-28 20:57:00.000000
9804709,1,6.91e-06,2023-09-28 20:59:02.000000
9804710,2,8.15,2023-09-28 20:59:02.000000
9804711,3,791,2023-09-28 20:59:02.000000
9804712,4,814,2023-09-28 20:59:02.000000
9804713,5,5.27,2023-09-28 20:59:02.000000
9804714,6,0.911,2023-09-28 20:59:02.000000
9804715,1,6.8e-06,2023-09-28 21:02:07.000000
9804716,2,8.2,2023-09-28 21:02:07.000000
9804717,3,796,2023-09-28 21:02:07.000000
9804718,4,821,2023-09-28 21:02:07.000000
9804719,5,5.29,2023-09-28 21:02:07.000000
9804720,6,0.913,2023-09-28 21:02:07.000000
9804721,1,6.78e-06,2023-09-28 21:03:08.000000
9804722,2,8.2,2023-09-28 21:03:08.000000
9804723,3,793,2023-09-28 21:03:08.000000
9804724,4,813,2023-09-28 21:03:08.000000
9804725,5,5.26,2023-09-28 21:03:08.000000
9804726,6,0.914,2023-09-28 21:03:08.000000
9804727,1,6.73e-06,2023-09-28 21:06:12.000000
9804728,2,8.26,2023-09-28 21:06:12.000000
9804729,3,760,2023-09-28 21:06:12.000000
9804730,4,782,2023-09-28 21:06:12.000000
9804731,5,5.26,2023-09-28 21:06:12.000000
9804732,6,0.915,2023-09-28 21:06:12.000000
9804733,1,6.71e-06,2023-09-28 21:07:13.000000
9804734,2,8.26,2023-09-28 21:07:13.000000
9804735,3,747,2023-09-28 21:07:13.000000
9804736,4,770,2023-09-28 21:07:13.000000
9804737,5,5.25,2023-09-28 21:07:13.000000
9804738,6,0.915,2023-09-28 21:07:13.000000
9804739,1,6.66e-06,2023-09-28 21:10:17.000000
9804740,2,8.33,2023-09-28 21:10:17.000000
9804741,3,726,2023-09-28 21:10:17.000000
9804742,4,740,2023-09-28 21:10:17.000000
9804743,5,5.27,2023-09-28 21:10:17.000000
9804744,6,0.916,2023-09-28 21:10:17.000000
9804745,1,6.71e-06,2023-09-28 21:11:18.000000
9804746,2,8.2,2023-09-28 21:11:18.000000
9804747,3,716,2023-09-28 21:11:18.000000
9804748,4,731,2023-09-28 21:11:18.000000
9804749,5,5.27,2023-09-28 21:11:18.000000
9804750,6,0.917,2023-09-28 21:11:18.000000
9804751,1,6.65e-06,2023-09-28 21:14:22.000000
9804752,2,0.0786,2023-09-28 21:14:22.000000
9804753,3,711,2023-09-28 21:14:22.000000
9804754,4,743,2023-09-28 21:14:22.000000
9804755,5,5.26,2023-09-28 21:14:22.000000
9804756,6,0.918,2023-09-28 21:14:22.000000
9804757,1,6.65e-06,2023-09-28 21:15:24.000000
9804758,2,0.03,2023-09-28 21:15:24.000000
9804759,3,702,2023-09-28 21:15:24.000000
9804760,4,727,2023-09-28 21:15:24.000000
9804761,5,5.26,2023-09-28 21:15:24.000000
9804762,6,0.919,2023-09-28 21:15:24.000000
9804763,1,6.67e-06,2023-09-28 21:16:25.000000
9804764,2,0.0301,2023-09-28 21:16:25.000000
9804765,3,718,2023-09-28 21:16:25.000000
9804766,4,744,2023-09-28 21:16:25.000000
9804767,5,5.25,2023-09-28 21:16:25.000000
9804768,6,0.919,2023-09-28 21:16:25.000000
9804769,1,6.65e-06,2023-09-28 21:17:26.000000
9804770,2,0.0316,2023-09-28 21:17:26.000000
9804771,3,713,2023-09-28 21:17:26.000000
9804772,4,744,2023-09-28 21:17:26.000000
9804773,5,5.25,2023-09-28 21:17:26.000000
9804774,6,0.919,2023-09-28 21:17:26.000000
9804775,1,6.77e-06,2023-09-28 21:19:28.000000
9804776,2,0.0294,2023-09-28 21:19:28.000000
9804777,3,664,2023-09-28 21:19:28.000000
9804778,4,693,2023-09-28 21:19:28.000000
9804779,5,5.26,2023-09-28 21:19:28.000000
9804780,6,0.92,2023-09-28 21:19:28.000000
9804781,1,6.89e-06,2023-09-28 21:21:31.000000
9804782,2,0.0281,2023-09-28 21:21:31.000000
9804783,3,658,2023-09-28 21:21:31.000000
9804784,4,688,2023-09-28 21:21:31.000000
9804785,5,5.25,2023-09-28 21:21:31.000000
9804786,6,0.922,2023-09-28 21:21:31.000000
9804787,1,6.91e-06,2023-09-28 21:23:34.000000
9804788,2,0.0276,2023-09-28 21:23:34.000000
9804789,3,718,2023-09-28 21:23:34.000000
9804790,4,740,2023-09-28 21:23:34.000000
9804791,5,5.25,2023-09-28 21:23:34.000000
9804792,6,0.922,2023-09-28 21:23:34.000000
9804793,1,6.91e-06,2023-09-28 21:24:35.000000
9804794,2,0.0258,2023-09-28 21:24:35.000000
9804795,3,736,2023-09-28 21:24:35.000000
9804796,4,754,2023-09-28 21:24:35.000000
9804797,5,5.25,2023-09-28 21:24:35.000000
9804798,6,0.923,2023-09-28 21:24:35.000000
9804799,1,6.92e-06,2023-09-28 21:27:38.000000
9804800,2,0.0238,2023-09-28 21:27:38.000000
9804801,3,744,2023-09-28 21:27:38.000000
9804802,4,762,2023-09-28 21:27:38.000000
9804803,5,5.25,2023-09-28 21:27:38.000000
9804804,6,0.925,2023-09-28 21:27:38.000000
9804805,1,6.93e-06,2023-09-28 21:28:40.000000
9804806,2,0.0235,2023-09-28 21:28:40.000000
9804807,3,739,2023-09-28 21:28:40.000000
9804808,4,756,2023-09-28 21:28:40.000000
9804809,5,5.25,2023-09-28 21:28:40.000000
9804810,6,0.925,2023-09-28 21:28:40.000000
9804811,1,6.9e-06,2023-09-28 21:31:44.000000
9804812,2,0.0226,2023-09-28 21:31:44.000000
9804813,3,703,2023-09-28 21:31:44.000000
9804814,4,730,2023-09-28 21:31:44.000000
9804815,5,5.26,2023-09-28 21:31:44.000000
9804816,6,0.926,2023-09-28 21:31:44.000000
9804817,1,6.9e-06,2023-09-28 21:32:45.000000
9804818,2,0.0225,2023-09-28 21:32:45.000000
9804819,3,706,2023-09-28 21:32:45.000000
9804820,4,724,2023-09-28 21:32:45.000000
9804821,5,5.26,2023-09-28 21:32:45.000000
9804822,6,0.926,2023-09-28 21:32:45.000000
9804823,1,6.89e-06,2023-09-28 21:35:48.000000
9804824,2,0.0224,2023-09-28 21:35:48.000000
9804825,3,697,2023-09-28 21:35:48.000000
9804826,4,717,2023-09-28 21:35:48.000000
9804827,5,5.25,2023-09-28 21:35:48.000000
9804828,6,0.927,2023-09-28 21:35:48.000000
9804829,1,6.91e-06,2023-09-28 21:37:50.000000
9804830,2,0.0224,2023-09-28 21:37:50.000000
9804831,3,693,2023-09-28 21:37:50.000000
9804832,4,714,2023-09-28 21:37:50.000000
9804833,5,5.27,2023-09-28 21:37:50.000000
9804834,6,0.928,2023-09-28 21:37:50.000000
9804835,1,6.92e-06,2023-09-28 21:39:52.000000
9804836,2,0.0223,2023-09-28 21:39:52.000000
9804837,3,696,2023-09-28 21:39:52.000000
9804838,4,712,2023-09-28 21:39:52.000000
9804839,5,5.27,2023-09-28 21:39:52.000000
9804840,6,0.929,2023-09-28 21:39:52.000000
9804841,1,6.93e-06,2023-09-28 21:41:55.000000
9804842,2,0.0225,2023-09-28 21:41:55.000000
9804843,3,691,2023-09-28 21:41:55.000000
9804844,4,711,2023-09-28 21:41:55.000000
9804845,5,5.27,2023-09-28 21:41:55.000000
9804846,6,0.929,2023-09-28 21:41:55.000000
9804847,1,6.95e-06,2023-09-28 21:42:56.000000
9804848,2,0.0224,2023-09-28 21:42:56.000000
9804849,3,685,2023-09-28 21:42:56.000000
9804850,4,711,2023-09-28 21:42:56.000000
9804851,5,5.27,2023-09-28 21:42:56.000000
9804852,6,0.93,2023-09-28 21:42:56.000000
9804853,1,7.02e-06,2023-09-28 21:46:00.000000
9804854,2,0.0224,2023-09-28 21:46:00.000000
9804855,3,692,2023-09-28 21:46:00.000000
9804856,4,710,2023-09-28 21:46:00.000000
9804857,5,5.27,2023-09-28 21:46:00.000000
9804858,6,0.932,2023-09-28 21:46:00.000000
9804859,1,7.05e-06,2023-09-28 21:47:01.000000
9804860,2,0.0224,2023-09-28 21:47:01.000000
9804861,3,686,2023-09-28 21:47:01.000000
9804862,4,711,2023-09-28 21:47:01.000000
9804863,5,5.26,2023-09-28 21:47:01.000000
9804864,6,0.932,2023-09-28 21:47:01.000000
9804865,1,7.12e-06,2023-09-28 21:50:05.000000
9804866,2,0.0225,2023-09-28 21:50:05.000000
9804867,3,684,2023-09-28 21:50:05.000000
9804868,4,710,2023-09-28 21:50:05.000000
9804869,5,5.26,2023-09-28 21:50:05.000000
9804870,6,0.933,2023-09-28 21:50:05.000000
9804871,1,7.15e-06,2023-09-28 21:51:06.000000
9804872,2,0.0225,2023-09-28 21:51:06.000000
9804873,3,686,2023-09-28 21:51:06.000000
9804874,4,710,2023-09-28 21:51:06.000000
9804875,5,5.27,2023-09-28 21:51:06.000000
9804876,6,0.933,2023-09-28 21:51:06.000000
9804877,1,7.27e-06,2023-09-28 21:54:10.000000
9804878,2,0.0224,2023-09-28 21:54:10.000000
9804879,3,681,2023-09-28 21:54:10.000000
9804880,4,708,2023-09-28 21:54:10.000000
9804881,5,5.27,2023-09-28 21:54:10.000000
9804882,6,0.936,2023-09-28 21:54:10.000000
9804883,1,7.26e-06,2023-09-28 21:56:12.000000
9804884,2,0.0224,2023-09-28 21:56:12.000000
9804885,3,690,2023-09-28 21:56:12.000000
9804886,4,708,2023-09-28 21:56:12.000000
9804887,5,5.26,2023-09-28 21:56:12.000000
9804888,6,0.936,2023-09-28 21:56:12.000000
9804889,1,7.25e-06,2023-09-28 21:57:14.000000
9804890,2,0.0225,2023-09-28 21:57:14.000000
9804891,3,690,2023-09-28 21:57:14.000000
9804892,4,708,2023-09-28 21:57:14.000000
9804893,5,5.28,2023-09-28 21:57:14.000000
9804894,6,0.936,2023-09-28 21:57:14.000000
9804895,1,7.27e-06,2023-09-28 22:00:17.000000
9804896,2,0.0225,2023-09-28 22:00:17.000000
9804897,3,695,2023-09-28 22:00:17.000000
9804898,4,711,2023-09-28 22:00:17.000000
9804899,5,5.26,2023-09-28 22:00:17.000000
9804900,6,0.938,2023-09-28 22:00:17.000000
9804901,1,7.26e-06,2023-09-28 22:01:19.000000
9804902,2,0.0225,2023-09-28 22:01:19.000000
9804903,3,692,2023-09-28 22:01:19.000000
9804904,4,711,2023-09-28 22:01:19.000000
9804905,5,5.27,2023-09-28 22:01:19.000000
9804906,6,0.939,2023-09-28 22:01:19.000000
9804907,1,7.26e-06,2023-09-28 22:04:22.000000
9804908,2,0.0225,2023-09-28 22:04:22.000000
9804909,3,686,2023-09-28 22:04:22.000000
9804910,4,712,2023-09-28 22:04:22.000000
9804911,5,5.29,2023-09-28 22:04:22.000000
9804912,6,0.94,2023-09-28 22:04:22.000000
9804913,1,7.25e-06,2023-09-28 22:05:23.000000
9804914,2,0.0225,2023-09-28 22:05:23.000000
9804915,3,686,2023-09-28 22:05:23.000000
9804916,4,710,2023-09-28 22:05:23.000000
9804917,5,5.27,2023-09-28 22:05:23.000000
9804918,6,0.939,2023-09-28 22:05:23.000000
9804919,1,7.25e-06,2023-09-28 22:08:27.000000
9804920,2,0.0225,2023-09-28 22:08:27.000000
9804921,3,682,2023-09-28 22:08:27.000000
9804922,4,708,2023-09-28 22:08:27.000000
9804923,5,5.27,2023-09-28 22:08:27.000000
9804924,6,0.941,2023-09-28 22:08:27.000000
9804925,1,7.25e-06,2023-09-28 22:09:28.000000
9804926,2,0.0226,2023-09-28 22:09:28.000000
9804927,3,684,2023-09-28 22:09:28.000000
9804928,4,709,2023-09-28 22:09:28.000000
9804929,5,5.26,2023-09-28 22:09:28.000000
9804930,6,0.941,2023-09-28 22:09:28.000000
