id,channel,value,datetime
6602648,2,36.890032885812545,2023-09-02 00:57:14
6602650,5,36.70025590644069,2023-09-02 00:57:14
6602652,6,36.53101396922138,2023-09-02 00:57:14
6602647,1,36.396020611032235,2023-09-02 00:58:14
6602649,2,36.30447858310523,2023-09-02 00:58:14
6602651,5,36.26018285914911,2023-09-02 00:58:14
6602653,6,36.261380248199224,2023-09-02 00:58:14
6602660,6,36.30137138343459,2023-09-02 01:01:14
6602654,1,36.36972096246367,2023-09-02 01:01:14
6602656,2,36.45384672908773,2023-09-02 01:01:14
6602658,5,36.54070723237622,2023-09-02 01:01:14
6602661,6,36.61831415991743,2023-09-02 01:02:14
6602657,2,36.67685491214512,2023-09-02 01:02:14
6602655,1,36.70930984031703,2023-09-02 01:02:14
6602659,5,36.711562422755804,2023-09-02 01:02:14
6602662,1,36.682103784911945,2023-09-02 01:04:15
6602663,2,36.62150359978441,2023-09-02 01:04:15
6602664,5,36.53184384996412,2023-09-02 01:04:15
6602665,6,36.41628647744827,2023-09-02 01:04:15
6602669,6,36.27887748689282,2023-09-02 01:06:15
6602666,1,36.124595879110956,2023-09-02 01:06:15
6602667,2,35.959561073452605,2023-09-02 01:06:15
6602668,5,35.791244178008085,2023-09-02 01:06:15
6602670,1,35.628506726221524,2023-09-02 01:08:15
6602671,2,35.48132182710669,2023-09-02 01:08:15
6602672,5,35.360108347906184,2023-09-02 01:08:15
6602673,6,35.274708588400536,2023-09-02 01:08:15
6602676,2,35.233138977362636,2023-09-02 01:10:16
6602680,6,35.2403185691876,2023-09-02 01:10:16
6602674,1,35.29701502477211,2023-09-02 01:10:16
6602678,5,35.399234504618086,2023-09-02 01:10:16
6602681,6,35.5382217577189,2023-09-02 01:11:16
6602677,2,35.70113954049114,2023-09-02 01:11:16
6602675,1,35.872379492041,2023-09-02 01:11:16
6602679,5,36.03534142165282,2023-09-02 01:11:16
6602682,1,36.174426854197876,2023-09-02 01:14:16
6602684,2,36.27694391679845,2023-09-02 01:14:16
6602686,5,36.334624768108355,2023-09-02 01:14:16
6602688,6,36.34451426658882,2023-09-02 01:14:16
6602689,6,36.30908980623104,2023-09-02 01:15:17
6602683,1,36.23559950523124,2023-09-02 01:15:17
6602685,2,36.13473675908313,2023-09-02 01:15:17
6602687,5,36.018879957327414,2023-09-02 01:15:17
6602692,2,35.900195859180286,2023-09-02 01:19:17
6602696,6,35.78891937239265,2023-09-02 01:19:17
6602690,1,35.6920777644515,2023-09-02 01:19:17
6602694,5,35.61283340836226,2023-09-02 01:19:17
6602697,6,35.550497771356994,2023-09-02 01:20:18
6602691,1,35.50114851282528,2023-09-02 01:20:18
6602693,2,35.458687010609346,2023-09-02 01:20:18
